Orig_Zip,Dest_Zip,Orig_Lon,Orig_Lat,Dest_Lon,Dest_Lat,Transit
SW2 3AL,N8 8HP,-0.11908699999999998,51.579683,-0.11908699999999998,51.579683,4280
E1 8HR,W10 6SD,-0.063443,51.515342,-0.063443,51.515342,2928
NW6 7YD,W6 0AA,-0.209602,51.495135,-0.209602,51.495135,2539
E1 5JA,W9 2PH,-0.06589600000000001,51.522797,-0.06589600000000001,51.522797,2625
W10 6JL,E5 0SG,-0.21522399999999997,51.556108,-0.21522399999999997,51.556108,4332
SW6 6RA,N12 0NT,-0.211975,51.611253999999995,-0.211975,51.611253999999995,5149
SE1 5NJ,WC1H 8DU,-0.081453,51.528337,-0.081453,51.528337,1793
N7 8NA,N18 1XG,-0.108778,51.612674,-0.108778,51.612674,1863
NW6 3HT,N7 9SZ,-0.181053,51.551864,-0.181053,51.551864,2337
SE11 5PX,E9 7EL,-0.114954,51.53953,-0.114954,51.53953,3236
SE8 3DJ,NW5 1TF,-0.023653999999999998,51.554895,-0.023653999999999998,51.554895,2583
SE26 6XS,E14 3AJ,-0.072849,51.488161,-0.072849,51.488161,3687
W10 6BQ,W11 1EU,-0.214425,51.515961,-0.214425,51.515961,447
NW3 3RP,SW4 0NW,-0.158867,51.465434,-0.158867,51.465434,2762
N22 6XS,SE14 5PN,-0.103404,51.473418,-0.103404,51.473418,3307
NW5 4RG,N5 2XB,-0.148426,51.556261,-0.148426,51.556261,1931
SW16 6QY,SW2 3HY,-0.150525,51.437369,-0.150525,51.437369,1379
SW11 6AX,SW6 3BZ,-0.159825,51.469787,-0.159825,51.469787,2675
E14 7SH,N10 3AH,-0.036623,51.585839,-0.036623,51.585839,2894
N6 5AU,SW4 6LR,-0.143041,51.467939,-0.143041,51.467939,2558
E3 4EH,SW17 7TJ,-0.02203,51.431936,-0.02203,51.431936,3121
CR7 8BS,SW11 3AN,-0.10878900000000001,51.477636,-0.10878900000000001,51.477636,3014
N18 1RL,E17 6HJ,-0.074015,51.588475,-0.074015,51.588475,1619
SW11 6BG,E9 6RS,-0.159417,51.54594,-0.159417,51.54594,4820
E15 1BG,N16 6TA,0.000225,51.574525,0.000225,51.574525,3010
N11 2JY,EC1V 4AT,-0.128226,51.525314,-0.128226,51.525314,2519
NW3 2AX,CR7 7PS,-0.16276600000000002,51.398184,-0.16276600000000002,51.398184,3923
SE17 2HT,N1 6JJ,-0.08733400000000001,51.531712,-0.08733400000000001,51.531712,2059
E8 1NA,NW2 3AY,-0.058289999999999995,51.552406,-0.058289999999999995,51.552406,2676
W9 2QP,N14 5AF,-0.18804200000000001,51.630939,-0.18804200000000001,51.630939,4218
W8 6QL,CR4 1NJ,-0.196148,51.399892,-0.196148,51.399892,3030
W2 5QX,SW10 9JR,-0.195456,51.487522999999996,-0.195456,51.487522999999996,2015
SE1 3SB,E10 5NP,-0.087552,51.557666999999995,-0.087552,51.557666999999995,2752
W2 4HU,SW11 1RD,-0.19192,51.461224,-0.19192,51.461224,2194
SE5 0YA,SW11 3DN,-0.10055700000000001,51.474128,-0.10055700000000001,51.474128,2279
SE15 4LB,N1 8JU,-0.07088799999999999,51.534167,-0.07088799999999999,51.534167,2041
SE14 5SD,E14 6HN,-0.04509,51.512505,-0.04509,51.512505,2731
W12 7JY,SE11 5BX,-0.225397,51.484419,-0.225397,51.484419,2698
W14 0HD,E14 2DN,-0.21818200000000001,51.508536,-0.21818200000000001,51.508536,3344
E15 2RS,E3 3BS,-0.003286,51.526922,-0.003286,51.526922,909
E10 6QW,E17 8JB,-0.00707,51.573723,-0.00707,51.573723,1262
N13 5NB,NW1 5LS,-0.085148,51.522023,-0.085148,51.522023,3430
E5 9HL,SW4 9DX,-0.052534000000000004,51.452973,-0.052534000000000004,51.452973,3798
N19 5DS,SE16 7AP,-0.137535,51.498538,-0.137535,51.498538,1590
N10 3HP,SE8 3DF,-0.146791,51.49017,-0.146791,51.49017,4136
E14 8AF,SE4 1UU,-0.028610000000000003,51.470084,-0.028610000000000003,51.470084,1722
W9 2DD,SW8 4SU,-0.19654000000000002,51.477865,-0.19654000000000002,51.477865,1760
SE19 2AG,SW2 3BH,-0.07403799999999999,51.438253,-0.07403799999999999,51.438253,1340
SE25 4EJ,SW15 3HE,-0.069951,51.454421999999994,-0.069951,51.454421999999994,3646
SE4 2HU,SW16 4HA,-0.042010000000000006,51.406327000000005,-0.042010000000000006,51.406327000000005,3186
E14 8JS,N7 9RQ,-0.02695,51.552392,-0.02695,51.552392,3433
EC1Y 2AN,SW11 3NG,-0.087761,51.476884999999996,-0.087761,51.476884999999996,3663
E2 6NU,SE24 9NB,-0.06565700000000001,51.454589,-0.06565700000000001,51.454589,4299
W9 1DJ,W11 1AE,-0.187133,51.519313000000004,-0.187133,51.519313000000004,1413
CR4 2JT,E5 9RN,-0.160528,51.563371999999994,-0.160528,51.563371999999994,4786
E17 7QH,SE24 9DA,-0.022059,51.450144,-0.022059,51.450144,3474
NW1 3PJ,NW8 0BS,-0.14349,51.538672999999996,-0.14349,51.538672999999996,1827
N7 6JT,W9 1DP,-0.120671,51.525402,-0.120671,51.525402,2317
SE27 0PD,SE22 8NY,-0.10981099999999999,51.444182,-0.10981099999999999,51.444182,1830
NW3 2JX,EC1V 3RX,-0.15548,51.52469,-0.15548,51.52469,2417
N10 1BF,E1 5LA,-0.155514,51.518291999999995,-0.155514,51.518291999999995,3976
SW11 3TD,NW3 2UA,-0.16939500000000002,51.557466,-0.16939500000000002,51.557466,3835
NW11 0AH,E14 6QT,-0.201572,51.519591999999996,-0.201572,51.519591999999996,4333
W12 8JW,SE1 5HU,-0.23313499999999998,51.487944,-0.23313499999999998,51.487944,3966
SW9 9NY,SE1 4HY,-0.122673,51.498337,-0.122673,51.498337,1455
SE5 0PQ,W6 0HA,-0.098975,51.498016,-0.098975,51.498016,3324
E14 7JB,N7 6EZ,-0.035339999999999996,51.556160999999996,-0.035339999999999996,51.556160999999996,2597
SE24 9NB,SE26 5PW,-0.09619,51.422635,-0.09619,51.422635,1485
NW8 7JR,N17 9PR,-0.165969,51.586779,-0.165969,51.586779,2366
N13 5QW,NW2 4NT,-0.08678,51.55223,-0.08678,51.55223,4813
N5 2PG,E5 0AP,-0.0972,51.555298,-0.0972,51.555298,2265
SE13 7RJ,N17 6XA,-0.017797,51.596356,-0.017797,51.596356,4136
N1 3NY,SW11 3PS,-0.086878,51.475133,-0.086878,51.475133,4211
SW17 8HN,E9 7EQ,-0.156344,51.538398,-0.156344,51.538398,4017
N22 6RX,N6 5BS,-0.09400599999999999,51.575897,-0.09400599999999999,51.575897,2741
SW16 2SL,W14 9QX,-0.127824,51.486171,-0.127824,51.486171,3287
SW5 0NU,N17 6PH,-0.188417,51.588138,-0.188417,51.588138,2590
N13 5PT,NW1 3LL,-0.10298900000000001,51.528112,-0.10298900000000001,51.528112,2847
SE5 7SW,SW18 3BQ,-0.088001,51.445559,-0.088001,51.445559,3153
N19 3LF,W14 9PS,-0.126722,51.486582,-0.126722,51.486582,3851
CR4 1DA,N19 4EN,-0.15345599999999998,51.570122,-0.15345599999999998,51.570122,3482
SW1P 4EF,W2 6DB,-0.13201300000000002,51.514145,-0.13201300000000002,51.514145,2245
W14 8DP,N18 2XT,-0.209116,51.612787,-0.209116,51.612787,3624
N22 7AH,W14 9UH,-0.129235,51.486626,-0.129235,51.486626,3620
SE26 6PB,E8 2LL,-0.07148099999999999,51.549997999999995,-0.07148099999999999,51.549997999999995,3249
E8 3AQ,E14 6AT,-0.06879,51.514075,-0.06879,51.514075,2731
NW1 9RL,NW1 9NG,-0.13035,51.542896,-0.13035,51.542896,555
N17 9PR,N8 8JA,-0.058290999999999996,51.579440000000005,-0.058290999999999996,51.579440000000005,2014
SW12 9RT,SE4 2AN,-0.148295,51.459761,-0.148295,51.459761,3413
SE15 2DW,SE5 7DU,-0.054955,51.475709,-0.054955,51.475709,1039
SE11 5BU,SE8 5BU,-0.112923,51.481687,-0.112923,51.481687,2548
N2 8LB,SE1 4PT,-0.17415999999999998,51.498398,-0.17415999999999998,51.498398,4007
E9 5DY,N22 6EY,-0.037292,51.598571,-0.037292,51.598571,2897
SE5 7TF,SE24 9LZ,-0.082661,51.454232,-0.082661,51.454232,1733
SE25 4DZ,SE4 2BQ,-0.072662,51.457589,-0.072662,51.457589,2499
NW11 9NR,W9 3BJ,-0.20651799999999998,51.531896,-0.20651799999999998,51.531896,3126
N17 8EH,NW3 3AG,-0.074626,51.541494,-0.074626,51.541494,2645
SW1W 9SU,N7 6RX,-0.150075,51.562451,-0.150075,51.562451,2215
SE25 4DZ,SW8 2LZ,-0.072662,51.485636,-0.072662,51.485636,2947
N16 7TD,N5 1LN,-0.07069199999999999,51.560102,-0.07069199999999999,51.560102,1806
N15 6TL,N12 9HH,-0.068411,51.613685,-0.068411,51.613685,2864
E5 9AB,SE1 3BP,-0.069301,51.499461,-0.069301,51.499461,3454
SW6 7DT,SW19 8JQ,-0.200972,51.426934,-0.200972,51.426934,1969
NW3 2XG,N22 7SA,-0.162243,51.600501,-0.162243,51.600501,3062
E14 3AB,N1 6QE,-0.017365000000000002,51.530095,-0.017365000000000002,51.530095,2018
E5 9BY,N5 1FB,-0.060953999999999994,51.556734999999996,-0.060953999999999994,51.556734999999996,1989
E8 2LL,W9 3HY,-0.069651,51.529990999999995,-0.069651,51.529990999999995,3246
NW6 3AJ,NW1 6EJ,-0.186644,51.525582,-0.186644,51.525582,1008
E2 0EG,N17 0DT,-0.057357000000000005,51.607895,-0.057357000000000005,51.607895,2115
N5 1UU,SE5 9DN,-0.102586,51.468115000000004,-0.102586,51.468115000000004,2769
