index,Postcode,Latitude,Longitude,Distance
77256,N8 8JG,51.587193,-0.134219,0.0
77257,N8 8JH,51.586905,-0.13423,0.0
77258,N8 8JJ,51.585111,-0.132831,0.0
77259,N8 8JN,51.582274,-0.12804000000000001,0.0
77260,N8 8JP,51.582842,-0.12756900000000002,0.0
77261,N8 8JQ,51.582143,-0.126602,0.0
77262,N8 8JR,51.58233,-0.126999,0.0
77263,N8 8JS,51.583335999999996,-0.128083,0.0
77264,N8 8JT,51.583661,-0.129253,0.0
77265,N8 8JU,51.584543,-0.130487,0.0
77266,N8 8JX,51.584876,-0.13158499999999998,0.0
77267,N8 8JY,51.585901,-0.132741,0.0
77268,N8 8JZ,51.584705,-0.132184,0.0
77269,N8 8LA,51.586939,-0.13356500000000002,0.0
77270,N8 8LB,51.586506,-0.131778,0.0
77271,N8 8LD,51.585962,-0.13128399999999998,0.0
77272,N8 8LH,51.586771,-0.12356800000000001,0.0
77273,N8 8LJ,51.586384,-0.12351199999999998,0.0
77274,N8 8LL,51.586186,-0.12391300000000001,0.0
77275,N8 8LN,51.585596,-0.124324,0.0
77276,N8 8LP,51.586618,-0.12468599999999999,0.0
77277,N8 8LQ,51.586176,-0.126841,0.0
77278,N8 8LR,51.586542,-0.126681,0.0
77279,N8 8LS,51.585609999999996,-0.128019,0.0
77280,N8 8LT,51.5852,-0.130475,0.0
77281,N8 8LU,51.585603000000006,-0.130964,0.0
77282,N8 8LX,51.585922,-0.128944,0.0
77283,N8 8LY,51.586513000000004,-0.128804,0.0
77284,N8 8NA,51.586793,-0.13116,0.0
77285,N8 8NB,51.587261,-0.132888,0.0
77286,N8 8NE,51.586977000000005,-0.133101,0.0
77287,N8 8NH,51.58305,-0.119189,0.0
77288,N8 8NJ,51.583535,-0.12192599999999999,0.0
77289,N8 8NL,51.584151,-0.11998099999999999,0.0
77290,N8 8NN,51.584355,-0.119251,0.0
77291,N8 8NP,51.583263,-0.12122999999999999,0.0
77292,N8 8NQ,51.584142,-0.11941800000000001,0.0
77293,N8 8NR,51.58396,-0.12156199999999999,0.0
77294,N8 8NS,51.584302,-0.121577,0.0
77295,N8 8NT,51.584102,-0.12312999999999999,0.0
77296,N8 8NU,51.584508,-0.12376199999999998,0.0
77297,N8 8NX,51.583672,-0.123768,0.0
77298,N8 8NY,51.584031,-0.124302,0.0
77299,N8 8PB,51.583384,-0.122654,0.0
77300,N8 8PD,51.582846999999994,-0.123369,0.0
77301,N8 8PE,51.583,-0.123954,0.0
77302,N8 8PG,51.581948,-0.123348,0.0
77303,N8 8PH,51.581888,-0.124116,0.0
77304,N8 8PJ,51.581175,-0.123929,0.0
77305,N8 8PL,51.581213,-0.123494,0.0
77306,N8 8PN,51.58097,-0.12297000000000001,0.0
77307,N8 8PP,51.580251000000004,-0.123349,0.0
77308,N8 8PR,51.580290999999995,-0.123777,0.0
77309,N8 8PS,51.581309999999995,-0.122826,0.0
77310,N8 8PT,51.581006,-0.122377,0.0
77311,N8 8QA,51.580973,-0.122396,0.0
77312,N8 8QB,51.580601,-0.12294200000000001,0.0
77313,N8 8QG,51.582632000000004,-0.12206700000000001,0.0
77314,N8 8QH,51.58318,-0.12451,0.0
77315,N8 8QJ,51.583512,-0.12504500000000002,0.0
77316,N8 8QL,51.583159,-0.12601199999999999,0.0
77317,N8 8QN,51.583052,-0.1272,0.0
77318,N8 8QP,51.583397999999995,-0.126868,0.0
77319,N8 8QR,51.58382,-0.126288,0.0
77320,N8 8QS,51.584467,-0.126824,0.0
77321,N8 8QT,51.584521,-0.127933,0.0
77322,N8 8QU,51.585152,-0.128066,0.0
77323,N8 8QX,51.584834,-0.12953699999999999,0.0
77324,N8 8QY,51.584354,-0.129113,0.0
77325,N8 8RA,51.584001,-0.12807000000000002,0.0
77326,N8 8RB,51.583718,-0.128327,0.0
77327,N8 8RD,51.583648,-0.127363,0.0
77328,N8 8RE,51.581944,-0.128198,0.0
77329,N8 8RG,51.581685,-0.13146,0.0
77330,N8 8RH,51.58117,-0.130381,0.0
77331,N8 8RJ,51.581409,-0.130732,0.0
77332,N8 8RL,51.58038,-0.132751,0.0
77333,N8 8RN,51.582029999999996,-0.132831,0.0
77334,N8 8RP,51.580511,-0.130249,0.0
77335,N8 8RR,51.579994,-0.13053,0.0
77336,N8 8RS,51.580594,-0.128687,0.0
77337,N8 8RT,51.580773,-0.12750999999999998,0.0
77338,N8 8RU,51.580138,-0.126613,0.0
77339,N8 8RW,51.582547999999996,-0.12883699999999998,0.0
77340,N8 8RY,51.578835999999995,-0.125584,0.0
77341,N8 8SB,51.535964,-0.194669,0.0
77342,N8 8SE,51.582625,-0.118835,0.0
77343,N8 8SG,51.582013,-0.12069,0.0
77344,N8 8SH,51.581978,-0.12245199999999999,0.0
77345,N8 8SJ,51.582461,-0.123977,0.0
77346,N8 8SL,51.582338,-0.12529500000000002,0.0
77347,N8 8SN,51.582784000000004,-0.12501700000000002,0.0
77348,N8 8SP,51.582190999999995,-0.123973,0.0
77349,N8 8SR,51.582066999999995,-0.12520499999999998,0.0
77350,N8 8ST,51.582682,-0.12598800000000002,0.0
77351,N8 8SU,51.581475,-0.125836,0.0
77352,N8 8SW,51.581466,-0.125836,0.0
77353,N8 8SX,51.581697999999996,-0.126119,0.0
77354,N8 8SY,51.581266,-0.126064,0.0
77355,N8 8TA,51.581675,-0.124832,0.0
77356,N8 8TB,51.581066,-0.124453,0.0
77357,N8 8TD,51.58079,-0.12459400000000001,0.0
77358,N8 8TE,51.580678999999996,-0.125003,0.0
77359,N8 8TJ,51.580886,-0.126668,0.0
77360,N8 8TN,51.580372,-0.125448,0.0
77361,N8 8US,51.535964,-0.194669,0.0
77362,N8 8WQ,51.535964,-0.194669,0.0
77363,N8 8XP,51.535964,-0.194669,0.0
77364,N8 8ZW,51.535964,-0.194669,0.0
77365,N8 9AA,51.577881,-0.11647300000000001,0.0
77366,N8 9AD,51.576935999999996,-0.115906,0.0
77367,N8 9AE,51.576306,-0.11695599999999999,0.0
77368,N8 9AF,51.583118,-0.11504400000000001,0.0
77369,N8 9AH,51.576913,-0.11837400000000001,0.0
77370,N8 9AJ,51.576259,-0.118531,0.0
77371,N8 9AN,51.577216,-0.11706300000000001,0.0
77372,N8 9AP,51.577317,-0.11776600000000001,0.0
77373,N8 9AR,51.577695,-0.117245,0.0
77374,N8 9AS,51.577239,-0.120728,0.0
77375,N8 9AT,51.577575,-0.119256,0.0
77376,N8 9AU,51.577861,-0.118032,0.0
77377,N8 9AX,51.577052,-0.11974000000000001,0.0
77378,N8 9BA,51.576575,-0.121939,0.0
77379,N8 9BD,51.584775,-0.115192,0.0
77380,N8 9BE,51.583979,-0.11601800000000001,0.0
77381,N8 9BF,51.578142,-0.118208,0.0
77382,N8 9BG,51.583202,-0.116873,0.0
77383,N8 9BH,51.582797,-0.117424,0.0
77384,N8 9BJ,51.582508000000004,-0.11829100000000001,0.0
77385,N8 9BL,51.581922999999996,-0.118413,0.0
77386,N8 9BN,51.580801,-0.117478,0.0
77387,N8 9BP,51.580867,-0.118197,0.0
77388,N8 9BQ,51.578625,-0.122305,0.0
77389,N8 9BS,51.581786,-0.11888,0.0
77390,N8 9BT,51.582049,-0.119577,0.0
77391,N8 9BU,51.581783,-0.12016800000000001,0.0
77392,N8 9BW,51.580834,-0.11783699999999998,0.0
77393,N8 9BY,51.581401,-0.12068599999999999,0.0
77394,N8 9DB,51.58135,-0.121395,0.0
77395,N8 9DD,51.581402000000004,-0.12126300000000001,0.0
77396,N8 9DE,51.580515000000005,-0.12244300000000001,0.0
77397,N8 9DG,51.582153000000005,-0.110955,0.0
77398,N8 9DH,51.580087,-0.12286199999999999,0.0
77399,N8 9DJ,51.585877,-0.112143,0.0
77400,N8 9DL,51.5862,-0.112072,0.0
77401,N8 9DP,51.585377,-0.11236600000000001,0.0
77402,N8 9DU,51.577228999999996,-0.12234500000000001,0.0
77403,N8 9DX,51.577956,-0.123412,0.0
77404,N8 9DY,51.577042999999996,-0.12256900000000001,0.0
77405,N8 9EA,51.57608,-0.12193,0.0
77406,N8 9EB,51.576341,-0.12196300000000002,0.0
77407,N8 9ED,51.575429,-0.121726,0.0
77408,N8 9EE,51.574694,-0.12128,0.0
77409,N8 9EG,51.573959,-0.122003,0.0
77410,N8 9EH,51.574560999999996,-0.122556,0.0
77411,N8 9EJ,51.573529,-0.121331,0.0
77412,N8 9EL,51.574945,-0.120144,0.0
77413,N8 9EN,51.575345,-0.120994,0.0
77414,N8 9EP,51.575607,-0.121012,0.0
77415,N8 9EQ,51.576075,-0.11771600000000002,0.0
77416,N8 9ER,51.575718,-0.11901600000000001,0.0
77417,N8 9ET,51.575445,-0.118796,0.0
77418,N8 9EU,51.57545,-0.11853599999999999,0.0
77419,N8 9EX,51.57593,-0.119902,0.0
77420,N8 9EY,51.576414,-0.120343,0.0
77421,N8 9HA,51.575881,-0.12128900000000001,0.0
77422,N8 9HB,51.580816999999996,-0.118823,0.0
77423,N8 9HG,51.581201,-0.11998699999999998,0.0
77424,N8 9HH,51.580596,-0.119247,0.0
77425,N8 9HJ,51.579194,-0.11871300000000001,0.0
77426,N8 9HL,51.578835,-0.11822300000000001,0.0
77427,N8 9HN,51.579321,-0.11826099999999999,0.0
77428,N8 9HP,51.578762,-0.116999,0.0
77429,N8 9HR,51.578516,-0.117976,0.0
77430,N8 9HS,51.578348999999996,-0.119282,0.0
77431,N8 9HT,51.578235,-0.118926,0.0
77432,N8 9HU,51.578041,-0.11971300000000001,0.0
77433,N8 9HW,51.579913,-0.118121,0.0
77434,N8 9HY,51.578657,-0.120413,0.0
77435,N8 9JA,51.578367,-0.12156199999999999,0.0
77436,N8 9JB,51.5787,-0.12023800000000001,0.0
77437,N8 9JD,51.577903000000006,-0.121598,0.0
77438,N8 9JE,51.577494,-0.122045,0.0
77439,N8 9JF,51.581866999999995,-0.114922,0.0
77440,N8 9JG,51.577999,-0.12309500000000001,0.0
77441,N8 9JH,51.578338,-0.12312200000000001,0.0
77442,N8 9JP,51.578928999999995,-0.120701,0.0
77443,N8 9JR,51.581674,-0.116374,0.0
77444,N8 9JS,51.582556,-0.117001,0.0
77445,N8 9JT,51.582547,-0.11643900000000001,0.0
77446,N8 9JU,51.581012,-0.11527799999999999,0.0
77447,N8 9JX,51.580857,-0.115155,0.0
77448,N8 9JY,51.579953,-0.11446700000000001,0.0
77449,N8 9LA,51.579735,-0.114881,0.0
77450,N8 9LB,51.578424,-0.11391,0.0
77451,N8 9LD,51.578533,-0.1134,0.0
77452,N8 9LE,51.577479,-0.113848,0.0
77453,N8 9LG,51.577161,-0.11363,0.0
77454,N8 9LH,51.577383000000005,-0.11125399999999999,0.0
77455,N8 9LJ,51.577684999999995,-0.111574,0.0
77456,N8 9LL,51.578576,-0.11272,0.0
77457,N8 9LN,51.579951,-0.113804,0.0
77458,N8 9LP,51.579085,-0.112483,0.0
77459,N8 9LQ,51.535964,-0.194669,0.0
77460,N8 9LS,51.535964,-0.194669,0.0
77461,N8 9LW,51.578365999999995,-0.110838,0.0
77462,N8 9LY,51.584286999999996,-0.11386900000000001,0.0
77463,N8 9NA,51.584084999999995,-0.11420999999999999,0.0
77464,N8 9NB,51.582734,-0.11240399999999999,0.0
77465,N8 9ND,51.583273999999996,-0.11241,0.0
77466,N8 9NE,51.582378999999996,-0.111552,0.0
77467,N8 9NG,51.581661,-0.11221700000000001,0.0
77468,N8 9NH,51.58067,-0.111522,0.0
77469,N8 9NJ,51.581153,-0.111358,0.0
77470,N8 9NL,51.579468,-0.110071,0.0
77471,N8 9NN,51.579304,-0.11046700000000001,0.0
77472,N8 9NP,51.578359000000006,-0.109857,0.0
77473,N8 9NQ,51.578375,-0.11138599999999999,0.0
77474,N8 9NR,51.578066,-0.109552,0.0
77475,N8 9NS,51.579086,-0.110909,0.0
77476,N8 9NT,51.58048,-0.112006,0.0
77477,N8 9NU,51.578813000000004,-0.107341,0.0
77478,N8 9NX,51.578813000000004,-0.107341,0.0
77479,N8 9NZ,51.578471,-0.10846700000000001,0.0
77480,N8 9PA,51.583628999999995,-0.114936,0.0
77481,N8 9PB,51.583409,-0.11519000000000001,0.0
77482,N8 9PD,51.583940000000005,-0.114678,0.0
77483,N8 9PE,51.583065000000005,-0.113949,0.0
77484,N8 9PF,51.582971,-0.11483299999999999,0.0
77485,N8 9PG,51.582746,-0.113125,0.0
77486,N8 9PH,51.582370000000004,-0.113256,0.0
77487,N8 9PJ,51.583303,-0.115718,0.0
77488,N8 9PL,51.581019,-0.113081,0.0
77489,N8 9PN,51.581261,-0.113605,0.0
77490,N8 9PP,51.580696,-0.11593800000000001,0.0
77491,N8 9PR,51.580452,-0.11531300000000001,0.0
77492,N8 9PS,51.580256,-0.11651900000000001,0.0
77493,N8 9PX,51.579977,-0.117656,0.0
77494,N8 9QH,51.577293,-0.123399,0.0
77495,N8 9QJ,51.577271,-0.123339,0.0
77496,N8 9QL,51.576658,-0.124374,0.0
77497,N8 9QN,51.576103,-0.122795,0.0
77498,N8 9QP,51.575701,-0.124082,0.0
77499,N8 9QQ,51.574290000000005,-0.126434,0.0
77500,N8 9QR,51.575408,-0.124902,0.0
77501,N8 9QS,51.576127,-0.125421,0.0
77502,N8 9QT,51.575808,-0.12518900000000002,0.0
77503,N8 9QU,51.575988,-0.12521,0.0
77504,N8 9QW,51.576308000000004,-0.125486,0.0
77505,N8 9QX,51.574984,-0.124833,0.0
77506,N8 9QY,51.575051,-0.123921,0.0
77507,N8 9RA,51.57499,-0.122928,0.0
77508,N8 9RB,51.57542,-0.12283800000000002,0.0
77509,N8 9RD,51.575112,-0.12215799999999999,0.0
77510,N8 9RE,51.574675,-0.12294100000000001,0.0
77511,N8 9RN,51.581554,-0.11676800000000001,0.0
77512,N8 9RP,51.581711999999996,-0.117065,0.0
77513,N8 9RR,51.581584,-0.11748900000000001,0.0
77514,N8 9RS,51.579544,-0.11591300000000002,0.0
77515,N8 9RT,51.579772,-0.1155,0.0
77516,N8 9RU,51.578241999999996,-0.114336,0.0
77517,N8 9RX,51.578234,-0.114928,0.0
77518,N8 9RY,51.576789,-0.115103,0.0
77519,N8 9SA,51.577921,-0.11598299999999999,0.0
77520,N8 9SD,51.578327,-0.115704,0.0
77521,N8 9SE,51.579719,-0.1167,0.0
77522,N8 9SG,51.579474,-0.11714300000000001,0.0
77523,N8 9SH,51.579243,-0.123503,0.0
77524,N8 9SL,51.579296,-0.123429,0.0
77525,N8 9SN,51.578299,-0.12351300000000001,0.0
77526,N8 9SU,51.579296,-0.123429,0.0
77527,N8 9SW,51.578533,-0.123503,0.0
77528,N8 9SX,51.578533,-0.123503,0.0
77529,N8 9SY,51.57935,-0.12115999999999999,0.0
77530,N8 9TA,51.579806,-0.11875999999999999,0.0
77531,N8 9TB,51.580247,-0.1188,0.0
77532,N8 9TD,51.579987,-0.119979,0.0
77533,N8 9TE,51.580496999999994,-0.12091099999999999,0.0
77534,N8 9TH,51.580224,-0.121298,0.0
77535,N8 9TJ,51.579685,-0.12185399999999999,0.0
77536,N8 9TL,51.580161,-0.12238299999999999,0.0
77537,N8 9TN,51.579839,-0.123089,0.0
77538,N8 9TP,51.579769,-0.123178,0.0
77539,N8 9US,51.535964,-0.194669,0.0
77540,N8 9UT,51.535964,-0.194669,0.0
77541,N8 9WP,51.580589,-0.112666,0.0
77542,N8 9WU,51.535964,-0.194669,0.0
77543,N8 9YQ,51.535964,-0.194669,0.0
77544,N81 1AB,51.518997,-0.005422,0.0
77545,N81 1DA,51.589973,-0.112392,0.0
77546,N81 1ER,51.589973,-0.112392,0.0
77547,N81 1WA,51.518997,-0.005422,0.0
77637,N9 0GW,51.619025,-0.063126,0.0
77639,N9 0GY,51.619142,-0.063093,0.0
77699,N9 0PD,51.619347,-0.063546,0.0
77701,N9 0PH,51.618563,-0.06238,0.0
77702,N9 0PN,51.618305,-0.06250700000000001,0.0
77703,N9 0PP,51.619102000000005,-0.062342999999999996,0.0
77704,N9 0PR,51.619474,-0.061980999999999994,0.0
77705,N9 0PS,51.61903,-0.061767999999999997,0.0
77706,N9 0PT,51.619178999999995,-0.060996,0.0
77711,N9 0PZ,51.619836,-0.063193,0.0
77717,N9 0QH,51.619333000000005,-0.061596000000000005,0.0
77741,N9 0SF,51.618414,-0.06462999999999999,0.0
77747,N9 0SQ,51.619040999999996,-0.064079,0.0
78166,N9 9BD,51.621392,-0.066522,0.0
78167,N9 9BE,51.620509000000006,-0.068047,0.0
78169,N9 9BG,51.620384,-0.070812,0.0
78170,N9 9BH,51.621113,-0.073078,0.0
78171,N9 9BJ,51.621326,-0.073979,0.0
78172,N9 9BL,51.620651,-0.075048,0.0
78173,N9 9BN,51.620525,-0.075573,0.0
78174,N9 9BP,51.621438,-0.077528,0.0
78175,N9 9BQ,51.620278000000006,-0.073676,0.0
78176,N9 9BS,51.621178,-0.078102,0.0
78177,N9 9BT,51.621882,-0.080485,0.0
78178,N9 9BU,51.621544,-0.080716,0.0
78179,N9 9BW,51.621263,-0.074545,0.0
78180,N9 9BX,51.62303,-0.080841,0.0
78181,N9 9BY,51.623433,-0.079611,0.0
78182,N9 9BZ,51.622735999999996,-0.078831,0.0
78183,N9 9DA,51.623084000000006,-0.07974099999999999,0.0
78184,N9 9DB,51.62246,-0.080085,0.0
78267,N9 9LP,51.622044,-0.067346,0.0
78269,N9 9LR,51.623146999999996,-0.0699,0.0
78271,N9 9LT,51.623301,-0.071035,0.0
78272,N9 9LU,51.62338,-0.071465,0.0
78273,N9 9LW,51.622315,-0.067393,0.0
78274,N9 9LX,51.622918,-0.070155,0.0
78275,N9 9LY,51.622403000000006,-0.07055299999999999,0.0
78276,N9 9LZ,51.622087,-0.070465,0.0
78277,N9 9NA,51.622444,-0.07307899999999999,0.0
78278,N9 9NB,51.622171,-0.07338,0.0
78279,N9 9ND,51.621798999999996,-0.072095,0.0
78280,N9 9NE,51.621773,-0.07162,0.0
78281,N9 9NF,51.621214,-0.072626,0.0
78282,N9 9NG,51.620734000000006,-0.0724,0.0
78283,N9 9NH,51.621276,-0.071496,0.0
78284,N9 9NJ,51.621128999999996,-0.070217,0.0
78285,N9 9NL,51.621248,-0.06977799999999999,0.0
78286,N9 9NN,51.620788,-0.069668,0.0
78287,N9 9NP,51.62178,-0.069337,0.0
78288,N9 9NQ,51.620754999999996,-0.071912,0.0
78289,N9 9NR,51.621026,-0.067751,0.0
78290,N9 9NS,51.621565999999994,-0.06775700000000001,0.0
78291,N9 9NT,51.620942,-0.06814400000000001,0.0
78292,N9 9NU,51.621666999999995,-0.067362,0.0
78293,N9 9NW,51.621119,-0.069061,0.0
78337,N9 9RF,51.624390999999996,-0.07279400000000001,0.0
78338,N9 9RG,51.623908,-0.07241,0.0
78339,N9 9RH,51.622855,-0.072917,0.0
78344,N9 9RQ,51.623604,-0.072524,0.0
78356,N9 9SP,51.621102,-0.06475700000000001,0.0
78358,N9 9SR,51.621266999999996,-0.065472,0.0
78359,N9 9SS,51.621303000000005,-0.065991,0.0
78360,N9 9ST,51.620505,-0.065591,0.0
78361,N9 9SU,51.619509,-0.066313,0.0
78363,N9 9TL,51.624123,-0.074539,0.0
78365,N9 9TP,51.624435999999996,-0.07389,0.0
78367,N9 9TR,51.623282,-0.07424299999999999,0.0
78368,N9 9TS,51.621769,-0.074697,0.0
78369,N9 9TT,51.622396,-0.07506,0.0
78370,N9 9TU,51.623447999999996,-0.07727,0.0
78372,N9 9TX,51.623995,-0.07664,0.0
78373,N9 9TY,51.624328999999996,-0.079414,0.0
78374,N9 9TZ,51.624280999999996,-0.076526,0.0
78375,N9 9UA,51.625758000000005,-0.07829900000000001,0.0
78376,N9 9UB,51.625614,-0.078854,0.0
78377,N9 9UD,51.624627000000004,-0.07951699999999999,0.0
78378,N9 9UE,51.625215000000004,-0.079709,0.0
78380,N9 9UG,51.625256,-0.08058799999999999,0.0
78381,N9 9UH,51.626301,-0.08014,0.0
78382,N9 9UJ,51.62536,-0.081465,0.0
78383,N9 9UL,51.62344,-0.08224,0.0
78384,N9 9UN,51.622157,-0.082973,0.0
78385,N9 9UP,51.623121999999995,-0.08151599999999999,0.0
78387,N9 9UR,51.624238,-0.081036,0.0
78389,N9 9UT,51.624032,-0.079961,0.0
78410,N9 9XR,51.620533,-0.064059,0.0
78411,N9 9XT,51.61841,-0.065594,0.0
78412,N9 9XU,51.619668,-0.06554,0.0
78414,N9 9XX,51.620173,-0.0651,0.0
78415,N9 9XY,51.619033,-0.065206,0.0
78416,N9 9XZ,51.619589000000005,-0.06511,0.0
78424,NW1 0AA,51.536739000000004,-0.139484,0.0
78425,NW1 0AB,51.537352,-0.14018,0.0
78426,NW1 0AD,51.536970000000004,-0.140299,0.0
78427,NW1 0AE,51.53753,-0.140464,0.0
78428,NW1 0AG,51.537772,-0.140537,0.0
78429,NW1 0AP,51.538771999999994,-0.141823,0.0
78430,NW1 0AS,51.539193,-0.141734,0.0
78431,NW1 0AT,51.539212,-0.141748,0.0
78432,NW1 0AU,51.539334000000004,-0.141371,0.0
78433,NW1 0AX,51.539640999999996,-0.140476,0.0
78434,NW1 0AY,51.539421999999995,-0.140297,0.0
78435,NW1 0BA,51.538864000000004,-0.14066900000000002,0.0
78436,NW1 0BD,51.538135,-0.140177,0.0
78437,NW1 0BE,51.537781,-0.139989,0.0
78438,NW1 0BG,51.537856,-0.13961099999999999,0.0
78439,NW1 0BH,51.539936,-0.134133,0.0
78440,NW1 0BJ,51.538123999999996,-0.138966,0.0
78441,NW1 0BL,51.537669,-0.139157,0.0
78442,NW1 0BN,51.537286,-0.139404,0.0
78443,NW1 0BP,51.536926,-0.13881300000000002,0.0
78444,NW1 0BQ,51.540139,-0.13388,0.0
78445,NW1 0BR,51.540178000000004,-0.133518,0.0
78446,NW1 0BS,51.536555,-0.13866900000000001,0.0
78447,NW1 0BW,51.530784000000004,-0.13543,0.0
78448,NW1 0BY,51.539621000000004,-0.136381,0.0
78449,NW1 0DA,51.536831,-0.136221,0.0
78450,NW1 0DB,51.53692,-0.135626,0.0
78451,NW1 0DD,51.536592,-0.135322,0.0
78452,NW1 0DE,51.536173,-0.134994,0.0
78453,NW1 0DG,51.535936,-0.134787,0.0
78454,NW1 0DH,51.537440000000004,-0.135533,0.0
78455,NW1 0DJ,51.538105,-0.13603900000000002,0.0
78456,NW1 0DL,51.538608,-0.137129,0.0
78457,NW1 0DN,51.538876,-0.13644,0.0
78458,NW1 0DP,51.539046,-0.136797,0.0
78459,NW1 0DQ,51.539394,-0.135078,0.0
78460,NW1 0DR,51.537985,-0.13639,0.0
78461,NW1 0DS,51.537301,-0.135798,0.0
78462,NW1 0DT,51.537223,-0.13600299999999999,0.0
78463,NW1 0DU,51.537995,-0.137053,0.0
78464,NW1 0DX,51.537490999999996,-0.13702999999999999,0.0
78465,NW1 0EA,51.539359000000005,-0.137992,0.0
78466,NW1 0EB,51.539637,-0.137952,0.0
78467,NW1 0EE,51.540184,-0.138449,0.0
78468,NW1 0EG,51.538129,-0.13758099999999998,0.0
78469,NW1 0EH,51.540406,-0.138253,0.0
78470,NW1 0ER,51.534958,-0.137797,0.0
78471,NW1 0ES,51.535070000000005,-0.137475,0.0
78472,NW1 0ET,51.535165,-0.13719800000000001,0.0
78473,NW1 0EU,51.535073,-0.138196,0.0
78474,NW1 0EX,51.535105,-0.137935,0.0
78475,NW1 0EY,51.535497,-0.138309,0.0
78476,NW1 0GS,51.530784000000004,-0.13543,0.0
78477,NW1 0HA,51.536808,-0.137621,0.0
78478,NW1 0HB,51.537172,-0.13728900000000002,0.0
78479,NW1 0HD,51.537135,-0.138372,0.0
78480,NW1 0HE,51.537217,-0.13786400000000001,0.0
78481,NW1 0HG,51.537365,-0.13755499999999998,0.0
78482,NW1 0HH,51.53731,-0.138653,0.0
78483,NW1 0HJ,51.537816,-0.138776,0.0
78484,NW1 0HL,51.537645,-0.137673,0.0
78485,NW1 0HN,51.538112,-0.138216,0.0
78486,NW1 0HP,51.538447999999995,-0.13839,0.0
78487,NW1 0HR,51.538583,-0.138976,0.0
78488,NW1 0HS,51.539252000000005,-0.139208,0.0
78489,NW1 0HT,51.538987,-0.140084,0.0
78490,NW1 0HU,51.539275,-0.139917,0.0
78491,NW1 0HX,51.539871000000005,-0.139673,0.0
78492,NW1 0HY,51.539924,-0.139051,0.0
78493,NW1 0JA,51.539095,-0.13839300000000002,0.0
78494,NW1 0JE,51.540672,-0.13292,0.0
78495,NW1 0JF,51.540652,-0.1322,0.0
78496,NW1 0JG,51.540463,-0.133938,0.0
78497,NW1 0JH,51.5354,-0.139019,0.0
78498,NW1 0JL,51.535880999999996,-0.139245,0.0
78499,NW1 0JN,51.536018,-0.13880699999999999,0.0
78500,NW1 0JP,51.535478000000005,-0.1388,0.0
78501,NW1 0JR,51.536374,-0.139744,0.0
78502,NW1 0JS,51.536128000000005,-0.139396,0.0
78503,NW1 0JT,51.53621,-0.139058,0.0
78504,NW1 0JU,51.535934999999995,-0.13816099999999998,0.0
78505,NW1 0JW,51.540763,-0.135267,0.0
78506,NW1 0JX,51.535677,-0.137205,0.0
78507,NW1 0JY,51.536029,-0.137234,0.0
78508,NW1 0JZ,51.540284,-0.132259,0.0
78509,NW1 0LA,51.536134000000004,-0.137663,0.0
78510,NW1 0LB,51.536377,-0.137667,0.0
78511,NW1 0LD,51.536588,-0.136245,0.0
78512,NW1 0LE,51.53647,-0.136149,0.0
78513,NW1 0LG,51.536349,-0.13571,0.0
78514,NW1 0LH,51.536126,-0.135471,0.0
78515,NW1 0LJ,51.53581,-0.13536900000000002,0.0
78516,NW1 0LL,51.535595,-0.13639,0.0
78517,NW1 0LP,51.530784000000004,-0.13543,0.0
78518,NW1 0LQ,51.537091,-0.140724,0.0
78519,NW1 0LR,51.530784000000004,-0.13543,0.0
78520,NW1 0LT,51.536734,-0.14032,0.0
78521,NW1 0LU,51.537615,-0.141297,0.0
78522,NW1 0LY,51.537818,-0.13875099999999999,0.0
78523,NW1 0ND,51.538388,-0.141406,0.0
78524,NW1 0NE,51.538614,-0.14206,0.0
78525,NW1 0NF,51.537557,-0.13101500000000002,0.0
78526,NW1 0NG,51.538295,-0.141799,0.0
78527,NW1 0NH,51.53613,-0.133409,0.0
78528,NW1 0NL,51.530784000000004,-0.13543,0.0
78529,NW1 0NS,51.538894,-0.14215,0.0
78530,NW1 0NT,51.539124,-0.133979,0.0
78531,NW1 0NY,51.539476,-0.134613,0.0
78532,NW1 0PA,51.535647,-0.133054,0.0
78533,NW1 0PB,51.536114000000005,-0.132963,0.0
78534,NW1 0PE,51.53665,-0.131658,0.0
78535,NW1 0PT,51.537919,-0.133379,0.0
78536,NW1 0QA,51.538181,-0.135171,0.0
78537,NW1 0QG,51.538654,-0.133248,0.0
78538,NW1 0QH,51.538855,-0.133456,0.0
78539,NW1 0QS,51.540084,-0.136495,0.0
78540,NW1 0QT,51.540326,-0.135444,0.0
78541,NW1 0QW,51.539883,-0.135318,0.0
78542,NW1 0QX,51.539706,-0.134964,0.0
78543,NW1 0QY,51.540478,-0.13539400000000001,0.0
78544,NW1 0RA,51.54094,-0.135621,0.0
78545,NW1 0RB,51.541834,-0.13530999999999999,0.0
78546,NW1 0RD,51.541762,-0.13583199999999998,0.0
78547,NW1 0RE,51.541662,-0.134498,0.0
78548,NW1 0RG,51.542045,-0.134984,0.0
78549,NW1 0RJ,51.542124,-0.13428900000000002,0.0
78550,NW1 0RL,51.541999,-0.135491,0.0
78551,NW1 0RP,51.537677,-0.133995,0.0
78552,NW1 0RR,51.537649,-0.141292,0.0
78553,NW1 0RU,51.535684,-0.133644,0.0
78554,NW1 0RW,51.537981,-0.13391,0.0
78555,NW1 0RX,51.53591,-0.134327,0.0
78556,NW1 0RY,51.536306,-0.13430999999999998,0.0
