Destination,Origin,Transit_Times,Lat,Lon
N5 1BL,EC1Y 2AN,20.7,51.55660200000001,-0.101772
E15 2BP,EC1Y 2AN,31.0,51.552436,-0.004652
E2 8LE,EC1Y 2AN,18.366666666666667,51.531195,-0.074556
N19 3HR,EC2Y 8DD,34.13333333333333,51.568792,-0.126184
W2 6HP,EC2Y 8DD,29.933333333333334,51.515771,-0.180925
N22 6RP,EC2Y 8DD,36.75,51.592894,-0.100014
SE5 0EB,EC2Y 8DD,31.55,51.478168,-0.095108
SE13 7UL,EC2Y 8DD,34.6,51.458112,-0.015275
SW6 5AE,EC2Y 8DD,51.6,51.475497,-0.207411
SW6 6DZ,EC2Y 8DD,57.78333333333333,51.473802,-0.214821
N11 2LT,EC1Y 8NQ,37.38333333333333,51.609912,-0.129445
E1W 2JG,EC1Y 8NQ,25.616666666666667,51.50729000000001,-0.059654999999999986
SE27 9PT,EC1Y 8NQ,62.6,51.428677,-0.092607
N1 9RT,EC1Y 8NQ,18.266666666666666,51.534221,-0.120323
CR4 1BT,EC1V 9NS,48.96666666666667,51.406515,-0.148973
W10 5SD,EC1V 9NS,39.56666666666667,51.521428,-0.211373
SW15 2PW,EC1V 9NS,45.78333333333333,51.463761,-0.213845
N4 3DG,EC1V 9NS,27.05,51.568496,-0.114252
SW12 9RT,EC1V 9NS,29.683333333333334,51.442852,-0.148295
SW12 0JF,EC1V 9NS,37.96666666666667,51.445682,-0.13902799999999998
N15 6AH,EC1Y 8QL,47.61666666666667,51.576691,-0.06765399999999999
E1 0DT,EC1Y 8QL,27.216666666666665,51.51280300000001,-0.049375
SE13 7TR,EC1Y 8QL,39.86666666666667,51.465778,-0.022947
E17 8EF,EC1Y 8QL,54.46666666666667,51.57172,-0.027185
SW17 8UB,EC1Y 8QL,35.31666666666667,51.43330200000001,-0.156824
SW16 6AF,EC1Y 8QL,51.233333333333334,51.425942,-0.133875
W6 0BD,EC1Y 8QL,47.0,51.497808,-0.231748
E8 4HY,EC1Y 8QL,23.383333333333333,51.537872,-0.071015
SE21 8LE,N1 6DS,46.63333333333333,51.443917,-0.10239
N4 4NJ,N1 6DS,29.316666666666666,51.572875,-0.107155
N22 5QA,N1 6DS,45.85,51.600965,-0.100904
SW18 5SJ,N1 7HG,70.96666666666667,51.45111,-0.201601
N17 0AR,N1 7HG,70.8,51.60142000000001,-0.065984
E9 5DY,N1 7HG,43.75,51.542438,-0.037292
N16 8SY,N1 7HG,24.383333333333333,51.55436,-0.077343
W10 6NP,N1 7HG,48.75,51.519687,-0.218115
WC1X 0EH,N1 7HG,24.683333333333334,51.527365,-0.110024
E14 7JF,N1 7HG,27.916666666666668,51.512067,-0.039765
SW11 1JQ,N1 7HG,46.11666666666667,51.463124,-0.163325
SE20 7LX,N1 7HG,59.11666666666667,51.41889000000001,-0.049781
N9 9TT,N1 7HG,60.38333333333333,51.622396,-0.07506
EC2Y 8BL,N1 7HG,16.35,51.518822,-0.091135
N15 4JH,N1 7HG,43.983333333333334,51.590128,-0.073754
N16 5EW,N1 7HG,34.45,51.569417,-0.083591
NW2 4EP,N1 6TR,49.78333333333333,51.54843,-0.212237
E9 5QT,N1 6AA,58.233333333333334,51.550889,-0.033395
NW8 8TL,N1 6AA,48.05,51.526214,-0.165545
W12 7EX,N1 6AA,45.166666666666664,51.50642,-0.228028
SE8 4LA,N1 6AA,43.55,51.468372,-0.016816
NW1 1BS,N1 6AA,16.133333333333333,51.530374,-0.133919
E8 1PB,N1 6AA,20.8,51.545961,-0.064212
SW8 2EN,N1 6AA,33.333333333333336,51.475801,-0.132431
N18 1QQ,N1 6JB,55.983333333333334,51.619239,-0.074501
SW6 6RA,N1 6JB,67.1,51.476978,-0.211975
E17 6LR,N1 6JB,40.733333333333334,51.58739,-0.031241
N8 7PF,N1 6JB,38.11666666666667,51.58643,-0.120782
SW8 3SR,N1 6JB,44.666666666666664,51.471068,-0.148089
SE26 5HF,N1 6JB,48.31666666666667,51.425847,-0.044709
N1 6TZ,N1 7HD,7.116666666666666,51.532037,-0.083676
E17 7NY,N1 7HD,43.266666666666666,51.580361,-0.028254
N11 2LA,N1 7HD,55.016666666666666,51.61307100000001,-0.127871
N17 6RQ,N1 7HD,55.35,51.595891,-0.073683
CR7 7ER,N1 7HD,60.88333333333333,51.394748,-0.104788
E15 2RF,N1 7HD,64.26666666666667,51.530656,-0.006267
N17 9XH,N1 7HD,54.45,51.598406,-0.063686
NW1 3SE,EC1V 3SU,34.75,51.530898,-0.139203
SE5 8PF,EC1V 3SU,44.31666666666667,51.471194,-0.084326
N1 5ED,EC1V 3SU,14.266666666666667,51.53605200000001,-0.088253
SW12 8JL,EC1V 3SU,35.96666666666667,51.446312,-0.154375
W9 3HN,EC1V 3SU,48.833333333333336,51.530766,-0.201059
E3 4HY,EC1V 8BA,36.36666666666667,51.520194,-0.02947
E3 5TB,EC1V 8BA,50.266666666666666,51.533251,-0.040701
N22 7AD,EC1V 8BA,41.516666666666666,51.600092,-0.129387
SE15 4AF,EC1V 8BA,41.0,51.463105,-0.07797
NW3 4BL,EC1V 8BA,29.183333333333334,51.549451,-0.170177
E14 8AH,EC1V 3SR,32.9,51.509935,-0.029567000000000006
SW2 2AP,EC1V 3SR,50.21666666666667,51.449434,-0.119446
SE14 5RZ,EC1V 3SR,37.38333333333333,51.483652,-0.047422000000000006
E14 3GW,EC1V 3SR,42.13333333333333,51.488988,-0.018659
N1 5JA,EC1V 3SR,16.083333333333332,51.53482800000001,-0.082275
SW9 7TW,EC1V 3SR,45.05,51.467953,-0.105122
SW12 9LQ,EC1V 3SR,34.06666666666667,51.449699,-0.145111
SW11 2LT,EC1V 3SR,42.583333333333336,51.469737,-0.17393
N16 6DD,EC1V 3SR,46.11666666666667,51.574795,-0.061167999999999986
NW5 1BN,EC1V 3SR,28.7,51.556483,-0.145545
SW19 8JP,EC1M 7AH,52.416666666666664,51.42615900000001,-0.198295
E3 2PJ,EC1M 7AH,31.466666666666665,51.529849,-0.015805
N8 9SY,EC1M 7AH,46.2,51.57935,-0.12116
W9 1AN,EC1M 7AH,28.866666666666667,51.523632,-0.181635
N17 9PL,N1 7HJ,34.81666666666667,51.584277,-0.056507
SE21 7JB,N1 7HJ,65.83333333333333,51.447896,-0.09267
E5 9RB,N1 7HJ,34.53333333333333,51.561284,-0.046796
EC1V 3RH,N1 7HJ,11.783333333333333,51.527129,-0.095401
SW17 0DQ,N1 7HJ,54.7,51.431617,-0.182543
E2 7BA,N1 7HJ,18.033333333333335,51.528109,-0.070649
NW1 1LL,N1 7HJ,19.6,51.528401,-0.130885
N7 0BH,EC1V 8EN,31.333333333333332,51.549861,-0.127164
SE16 2PU,EC1V 8EN,37.18333333333333,51.491713,-0.048158
E17 6AH,EC1V 8EN,41.8,51.594708,-0.038635
N5 2JD,EC1V 8EN,25.716666666666665,51.550758,-0.088038
E2 9JA,EC1V 8EN,35.916666666666664,51.534496,-0.053379
N10 3UA,EC1V 8EN,55.06666666666667,51.584775,-0.14391700000000002
N14 6DQ,EC1V 8EN,43.25,51.628386,-0.124568
NW3 6EY,EC1V 8EN,41.833333333333336,51.548654,-0.18482
N4 4EB,EC1V 8EN,45.85,51.574721,-0.113486
SW10 0QP,EC1V 8EN,55.766666666666666,51.48226,-0.185254
E8 3QQ,EC1V 8EN,36.2,51.543013,-0.057227
SW18 5AE,EC2Y 8DP,58.55,51.44171400000001,-0.197596
SE27 0RW,EC2Y 8DP,50.8,51.429686,-0.112173
E14 9RZ,EC2Y 8DP,30.666666666666668,51.50129,-0.018168
SW15 2PW,EC2Y 8DP,52.05,51.463761,-0.213845
WC1H 8HZ,EC2Y 8DP,14.816666666666666,51.52654,-0.121331
SE4 2BD,EC2Y 8DP,47.85,51.458406,-0.036422
SE8 3QY,EC2Y 8DP,41.266666666666666,51.489912,-0.035112
SW11 2BW,EC2Y 8DP,47.43333333333333,51.463335,-0.179124
NW1 9HE,N1 7HB,36.233333333333334,51.54688,-0.131397
N1 0UX,N1 7HB,32.13333333333333,51.538277,-0.122016
SE14 5BA,N1 7HB,59.583333333333336,51.475893,-0.048099
W9 3DB,N1 7HB,49.38333333333333,51.531772,-0.203355
SE13 7RJ,N1 7HB,51.65,51.469989,-0.017797
NW3 2JX,N1 7HB,38.31666666666667,51.555165,-0.15548
SW2 5DE,N1 7HB,45.38333333333333,51.455022,-0.124715
N15 5DA,N1 7HB,27.916666666666668,51.584473,-0.07662000000000001
SE4 1RD,N1 7NN,49.88333333333333,51.451505,-0.035682
N17 7LE,N1 7NN,52.8,51.604919,-0.088002
E5 9DN,N1 7NN,41.71666666666667,51.564016,-0.056476
SW2 5DF,N1 7NN,40.3,51.455168,-0.123687
N7 9DD,N1 7NN,34.25,51.544105,-0.120377
SW3 5AY,N1 7NN,45.63333333333333,51.483313,-0.173129
SE19 1SS,N1 7NN,56.43333333333333,51.421473,-0.079315
SE26 6AG,EC2Y 8BX,50.68333333333333,51.431653,-0.06842899999999999
SW18 5QA,EC2Y 8BX,64.1,51.450432,-0.213689
N13 5HB,EC2Y 8BX,48.63333333333333,51.61897800000001,-0.10321500000000003
SW16 5LL,EC2Y 8BX,56.516666666666666,51.418001,-0.133235
NW6 6BP,EC2Y 8BX,38.05,51.536816,-0.199022
SW6 7DB,EC2Y 8BX,47.266666666666666,51.47988,-0.204704
N4 3LG,EC2Y 8BX,27.4,51.565745,-0.112776
CR7 7RP,EC1V 9EL,51.55,51.401666,-0.105549
SW5 9LA,EC1V 9EL,42.666666666666664,51.488687,-0.194981
NW3 3JU,EC1V 9EL,30.783333333333335,51.543593,-0.166432
N19 5QA,EC1V 3RX,26.816666666666666,51.559589,-0.137267
SE4 1JH,EC1V 3RX,46.21666666666667,51.452158,-0.025838
E14 3AJ,EC1V 3RX,40.35,51.488161,-0.014431
E1 8BH,EC1V 3RX,24.133333333333333,51.513212,-0.067604
NW3 2JX,EC1V 3RX,40.28333333333333,51.555165,-0.15548
SW17 8TJ,EC1V 3RX,43.35,51.425281,-0.16203800000000002
E5 9LF,EC1V 3RX,44.31666666666667,51.567106,-0.058408
NW2 5SS,EC1V 3RX,36.53333333333333,51.549075,-0.223487
NW10 2RJ,N1 6HL,48.3,51.544257,-0.227207
N13 5DY,N1 6HL,56.81666666666667,51.618811,-0.09233
N15 6TX,N1 6HL,40.8,51.578887,-0.065584
N16 5BN,N1 6HL,34.5,51.567365,-0.079637
N16 7DT,N1 7SH,39.666666666666664,51.563155,-0.066832
SE17 2DS,N1 7SH,35.56666666666667,51.488124,-0.091279
N1 1ET,N1 7SH,24.083333333333332,51.541313,-0.10836400000000003
SW19 8DN,EC1Y 8NE,50.46666666666667,51.428607,-0.188503
SW16 2EQ,EC1Y 8NE,47.31666666666667,51.425487,-0.129593
W9 3BE,EC1Y 8NE,41.333333333333336,51.527868,-0.203855
N18 2LP,EC1Y 8NE,59.38333333333333,51.614517,-0.053727
SE5 9DR,EC1Y 8NE,43.266666666666666,51.470767,-0.09952
CR7 6HD,EC1Y 8NE,67.93333333333334,51.394237,-0.117197
N12 0PG,EC1Y 8NE,47.416666666666664,51.608341,-0.172952
E8 4PR,EC1Y 8NE,25.3,51.53624,-0.06362899999999999
SE5 8LY,EC1Y 8NE,40.733333333333334,51.472173,-0.079274
SW16 5BY,N1 6TL,43.983333333333334,51.41731,-0.133925
SW16 5BQ,N1 6TL,49.4,51.415284,-0.141644
N18 1NU,N1 6TL,66.23333333333333,51.618668,-0.077486
E8 3AA,N1 6TL,24.1,51.54333,-0.06653200000000001
SE24 0HU,N1 6TL,57.55,51.463205,-0.100136
N1 6PN,N1 6TL,7.583333333333333,51.532195,-0.081795
SE26 6DP,N1 6TL,46.11666666666667,51.423897,-0.057277
N4 3NH,N1 6TL,26.85,51.563752,-0.109669
SE13 5AG,N1 6TL,37.15,51.464478,-0.008333
SW17 9NE,N1 7EL,47.266666666666666,51.425824,-0.16741
SW11 5JW,N1 7EL,59.36666666666667,51.473302,-0.155198
W10 5LY,N1 7EL,50.46666666666667,51.520395,-0.210275
W6 8NJ,N1 7EL,62.766666666666666,51.485844,-0.216036
NW6 5QT,N1 7EL,51.06666666666667,51.533758,-0.196183
SW1V 4AX,N1 7EL,47.46666666666667,51.487681,-0.14666700000000002
NW11 9QR,EC1V 8DD,48.31666666666667,51.58456500000001,-0.20914
E1 5LD,EC1V 8DD,31.466666666666665,51.518559,-0.070017
N1 8DZ,EC1V 8DD,12.333333333333334,51.535368,-0.102728
N17 0BN,EC1V 8DD,44.85,51.601414,-0.06236000000000001
N8 8DF,EC1V 8DD,52.166666666666664,51.577312,-0.124737
N1 5DD,EC1V 8DD,19.866666666666667,51.536421,-0.08783200000000001
EC1V 9EU,EC1V 8DD,11.7,51.526366,-0.08996900000000001
SW18 1SG,EC1V 9NH,62.4,51.458935,-0.199336
SW15 1JU,EC1V 9NH,64.41666666666667,51.468775,-0.220076
N7 9SB,EC1V 9NH,34.733333333333334,51.555906,-0.117222
W14 8SE,EC1V 9NH,54.7,51.494076,-0.208574
SW16 6QT,N1 7LR,51.68333333333333,51.420464,-0.149071
E3 4PA,N1 7LR,41.5,51.526227,-0.030855
EC2Y 8DN,N1 7LR,20.166666666666668,51.51991500000001,-0.095298
E5 9HD,N1 7LR,48.68333333333333,51.568125,-0.05317
SW15 2QT,N1 7LR,62.05,51.458222,-0.205079
E10 7PA,N1 7LR,51.21666666666667,51.56683,-0.031625
